locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDJNIECG_03772	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
DDJNIECG_03773	CDS	948	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
DDJNIECG_03774	CDS	741	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
DDJNIECG_03775	CDS	1020	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
DDJNIECG_03776	CDS	723	kdsB	2.7.7.38		3-deoxy-manno-octulosonate cytidylyltransferase
DDJNIECG_03777	CDS	1122	spsE		COG2089	Spore coat polysaccharide biosynthesis protein SpsE
DDJNIECG_03778	CDS	870	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
DDJNIECG_03779	CDS	1170	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
DDJNIECG_03780	CDS	1380				hypothetical protein
DDJNIECG_03781	CDS	771	spsA		COG0463	Spore coat polysaccharide biosynthesis protein SpsA
DDJNIECG_03782	CDS	546	gerQ			Spore coat protein GerQ
DDJNIECG_03783	CDS	372				hypothetical protein
DDJNIECG_03784	CDS	1323	ywdJ		COG2233	Putative purine permease YwdJ
DDJNIECG_03785	CDS	318	ywdI			putative protein YwdI
DDJNIECG_03786	CDS	1371	mdlD	1.2.1.28		NAD(P)-dependent benzaldehyde dehydrogenase
DDJNIECG_03787	CDS	678	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
DDJNIECG_03788	CDS	807				hypothetical protein
DDJNIECG_03789	CDS	534				hypothetical protein
DDJNIECG_03790	CDS	636				hypothetical protein
DDJNIECG_03791	CDS	339				hypothetical protein
DDJNIECG_03792	CDS	816	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
DDJNIECG_03793	CDS	249				hypothetical protein
DDJNIECG_03794	CDS	1440	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
DDJNIECG_03795	CDS	1386	sacX_1		COG1263	Negative regulator of SacY activity
DDJNIECG_03796	CDS	771	nirC		COG2116	Nitrite transporter NirC
DDJNIECG_03797	CDS	831	sacY_1		COG3711	Levansucrase and sucrase synthesis operon antiterminator
DDJNIECG_03798	CDS	303				hypothetical protein
DDJNIECG_03799	CDS	2421	vpr	3.4.21.-	COG1404	Minor extracellular protease vpr
DDJNIECG_03800	CDS	1002				hypothetical protein
DDJNIECG_03801	CDS	750	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
DDJNIECG_03802	CDS	1182	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
DDJNIECG_03803	CDS	261	ywcE			Spore morphogenesis and germination protein YwcE
DDJNIECG_03804	CDS	375	qoxD	1.10.3.-		Quinol oxidase subunit 4
DDJNIECG_03805	CDS	615	qoxC	1.10.3.-		Quinol oxidase subunit 3
DDJNIECG_03806	CDS	1950	qoxB	1.10.3.-		Quinol oxidase subunit 1
DDJNIECG_03807	CDS	1002	qoxA	1.10.3.-		Quinol oxidase subunit 2
DDJNIECG_03808	CDS	249				hypothetical protein
DDJNIECG_03809	CDS	1542	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
DDJNIECG_03810	CDS	1173	galK	2.7.1.6	COG0153	Galactokinase
DDJNIECG_03811	CDS	405				hypothetical protein
DDJNIECG_03812	CDS	672				hypothetical protein
DDJNIECG_03813	CDS	159	slrA			Transcriptional regulator SlrA
DDJNIECG_03814	CDS	309				hypothetical protein
DDJNIECG_03815	CDS	1542	actP		COG4147	Cation/acetate symporter ActP
DDJNIECG_03816	CDS	603				hypothetical protein
DDJNIECG_03817	CDS	1251	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
DDJNIECG_03818	CDS	1158	efeM		COG2822	putative iron uptake system component EfeM
DDJNIECG_03819	CDS	1446	efeU		COG0672	Ferrous iron permease EfeU
DDJNIECG_03820	CDS	669	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
DDJNIECG_03821	CDS	819	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
DDJNIECG_03822	CDS	906	cynR			HTH-type transcriptional regulator CynR
DDJNIECG_03823	CDS	387				hypothetical protein
DDJNIECG_03824	CDS	678	yohK		COG1346	Inner membrane protein YohK
DDJNIECG_03825	CDS	1200				hypothetical protein
DDJNIECG_03826	CDS	198				hypothetical protein
DDJNIECG_03827	CDS	1191	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
DDJNIECG_03828	CDS	381	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
DDJNIECG_03829	CDS	678				hypothetical protein
DDJNIECG_03830	CDS	1335	licC_1		COG1455	Lichenan permease IIC component
DDJNIECG_03831	CDS	1938	epr	3.4.21.-	COG1404	Minor extracellular protease Epr
DDJNIECG_03832	CDS	1380	sacX_2		COG1263	Negative regulator of SacY activity
DDJNIECG_03833	CDS	843	sacY_2		COG3711	Levansucrase and sucrase synthesis operon antiterminator
DDJNIECG_03834	CDS	861	gspA		COG1442	General stress protein A
DDJNIECG_03835	CDS	714				hypothetical protein
DDJNIECG_03836	CDS	516				hypothetical protein
DDJNIECG_03837	CDS	1239	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DDJNIECG_03838	CDS	1368	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
DDJNIECG_03839	CDS	633	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
DDJNIECG_03840	CDS	936	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
DDJNIECG_03841	CDS	150				hypothetical protein
DDJNIECG_03842	CDS	1512	dltA	6.2.1.-	COG1020	D-alanine--D-alanyl carrier protein ligase
DDJNIECG_03843	CDS	1188				hypothetical protein
DDJNIECG_03844	CDS	237	dltC		COG0236	D-alanyl carrier protein
DDJNIECG_03845	CDS	1179	dltD		COG3966	Protein DltD
DDJNIECG_03846	CDS	759				hypothetical protein
DDJNIECG_03847	CDS	1092	ilvK	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase 2
DDJNIECG_03848	CDS	1329	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
DDJNIECG_03849	CDS	333	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
DDJNIECG_03850	CDS	1359	licC_2		COG1455	Lichenan permease IIC component
DDJNIECG_03851	CDS	309	licB	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
DDJNIECG_03852	CDS	1926	licR		COG1762	putative licABCH operon regulator
DDJNIECG_03853	CDS	159				hypothetical protein
DDJNIECG_03854	CDS	591		3.2.2.-		Putative 3-methyladenine DNA glycosylase
DDJNIECG_03855	CDS	1644	katA_2	1.11.1.6	COG0753	Catalase
DDJNIECG_03856	CDS	1203	sotB			sugar efflux transporter
DDJNIECG_03857	CDS	777	yxlG			putative transmembrane protein YxlG
DDJNIECG_03858	CDS	888	yxlF_2	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
DDJNIECG_03859	CDS	189	yxlE			Negative regulatory protein YxlE
DDJNIECG_03860	CDS	207	yxlD			Negative regulatory protein YxlD
DDJNIECG_03861	CDS	321	yxlC			putative protein YxlC
DDJNIECG_03862	CDS	537	sigY		COG1595	RNA polymerase sigma factor SigY
DDJNIECG_03863	CDS	1374				hypothetical protein
DDJNIECG_03864	CDS	831	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
DDJNIECG_03865	CDS	1728			COG1132	putative ABC transporter ATP-binding protein
DDJNIECG_03866	CDS	1704	cydD		COG4988	ATP-binding/permease protein CydD
DDJNIECG_03867	CDS	1017	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
DDJNIECG_03868	CDS	1407	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
DDJNIECG_03869	CDS	1353	cimH_2		COG3493	Citrate/malate transporter
DDJNIECG_03870	CDS	1689	htpX_3	3.4.24.-		Protease HtpX
DDJNIECG_03871	CDS	201				hypothetical protein
DDJNIECG_03872	CDS	840				hypothetical protein
DDJNIECG_03873	CDS	1098	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
DDJNIECG_03874	CDS	894	lrp_2			Leucine-rich protein
DDJNIECG_03875	CDS	1458	aldY	1.2.1.-	COG1012	putative aldehyde dehydrogenase AldY
DDJNIECG_03876	CDS	837				hypothetical protein
DDJNIECG_03877	CDS	642	yxkC			putative protein YxkC
DDJNIECG_03878	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
DDJNIECG_03879	CDS	507				hypothetical protein
DDJNIECG_03880	CDS	876	cysL_3		COG0583	HTH-type transcriptional regulator CysL
DDJNIECG_03881	CDS	474				hypothetical protein
DDJNIECG_03882	CDS	1221				hypothetical protein
DDJNIECG_03883	CDS	657	liaR_3		COG2197	Transcriptional regulatory protein LiaR
DDJNIECG_03884	CDS	1233	pepT_2	3.4.11.4	COG2195	Peptidase T
DDJNIECG_03885	CDS	129				hypothetical protein
DDJNIECG_03886	CDS	264				hypothetical protein
DDJNIECG_03887	CDS	489				hypothetical protein
DDJNIECG_03888	CDS	1134	metE_2	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
DDJNIECG_03889	CDS	1137	metE_3	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
DDJNIECG_03890	CDS	774	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
DDJNIECG_03891	CDS	651	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
DDJNIECG_03892	CDS	717	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
DDJNIECG_03893	CDS	1419				hypothetical protein
DDJNIECG_03894	CDS	771	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
DDJNIECG_03895	CDS	1194	nupG		COG1972	Purine nucleoside transport protein NupG
DDJNIECG_03896	CDS	243				hypothetical protein
DDJNIECG_03897	CDS	291				hypothetical protein
DDJNIECG_03898	CDS	2061	katE	1.11.1.6	COG0753	Catalase HPII
DDJNIECG_03899	CDS	1281	citN_2		COG2851	Citrate transporter
DDJNIECG_03900	CDS	729	bglS	3.2.1.73	COG2273	Beta-glucanase
DDJNIECG_03901	CDS	834	licT		COG3711	Transcription antiterminator LicT
DDJNIECG_03902	CDS	681				hypothetical protein
DDJNIECG_03903	CDS	1374				hypothetical protein
DDJNIECG_03904	CDS	1440	dbpA_3	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
DDJNIECG_03905	CDS	1149	yxiM	3.1.-.-	COG2755	putative esterase YxiM
DDJNIECG_03906	CDS	132				hypothetical protein
DDJNIECG_03907	CDS	462				hypothetical protein
DDJNIECG_03908	CDS	297				hypothetical protein
DDJNIECG_03909	CDS	489				hypothetical protein
DDJNIECG_03910	CDS	453				hypothetical protein
DDJNIECG_03911	CDS	330				hypothetical protein
DDJNIECG_03912	CDS	417				hypothetical protein
DDJNIECG_03913	CDS	369				hypothetical protein
DDJNIECG_03914	CDS	471				hypothetical protein
DDJNIECG_03915	CDS	429	wapI			Immunity protein WapI
DDJNIECG_03916	CDS	7005	wapA	3.1.-.-	COG3209	tRNA nuclease WapA
DDJNIECG_03917	CDS	939				hypothetical protein
DDJNIECG_03918	CDS	447	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
DDJNIECG_03919	CDS	1410	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
DDJNIECG_03920	CDS	1830	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
DDJNIECG_03921	CDS	309				hypothetical protein
DDJNIECG_03922	CDS	444	yxxD			Antitoxin YxxD
DDJNIECG_03923	CDS	1710	yxiD	3.1.-.-	COG5444	Ribonuclease YxiD
DDJNIECG_03924	CDS	270				hypothetical protein
DDJNIECG_03925	CDS	366				hypothetical protein
DDJNIECG_03926	CDS	1410	abn2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 2
DDJNIECG_03927	CDS	447	hutP			Hut operon positive regulatory protein
DDJNIECG_03928	CDS	1527	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
DDJNIECG_03929	CDS	1659	hutU	4.2.1.49	COG2987	Urocanate hydratase
DDJNIECG_03930	CDS	1266	hutI	3.5.2.7	COG1228	Imidazolonepropionase
DDJNIECG_03931	CDS	960	hutG	3.5.3.8	COG0010	Formimidoylglutamase
DDJNIECG_03932	CDS	1365	rocC_3		COG0833	Amino-acid permease RocC
DDJNIECG_03933	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
DDJNIECG_03934	CDS	1182	nupC		COG1972	Nucleoside permease NupC
DDJNIECG_03935	CDS	672	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
DDJNIECG_03936	CDS	942	deoR		COG2390	Deoxyribonucleoside regulator
DDJNIECG_03937	CDS	828				hypothetical protein
DDJNIECG_03938	CDS	1113				hypothetical protein
DDJNIECG_03939	CDS	1338				hypothetical protein
DDJNIECG_03940	CDS	1143	yxeP_3	3.-.-.-	COG1473	putative hydrolase YxeP
DDJNIECG_03941	CDS	750	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
DDJNIECG_03942	CDS	675	yxeN			putative amino-acid permease protein YxeN
DDJNIECG_03943	CDS	795	yxeM		COG0834	putative amino-acid-binding protein YxeM
DDJNIECG_03944	CDS	498	ytmI_2	2.3.1.-		putative N-acetyltransferase YtmI
DDJNIECG_03945	CDS	1326	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
DDJNIECG_03946	CDS	228				hypothetical protein
DDJNIECG_03947	CDS	987	yxeI		COG3049	putative protein YxeI
DDJNIECG_03948	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
DDJNIECG_03949	CDS	558				hypothetical protein
DDJNIECG_03950	CDS	435	yxeF			putative protein YxeF
DDJNIECG_03951	CDS	366	yxeE			putative protein YxeE
DDJNIECG_03952	CDS	354				hypothetical protein
DDJNIECG_03953	CDS	399				hypothetical protein
DDJNIECG_03954	CDS	966	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
DDJNIECG_03955	CDS	348	yxeA		COG5294	putative protein YxeA
DDJNIECG_03956	CDS	1869	yxdM_2			ABC transporter permease protein YxdM
DDJNIECG_03957	CDS	774	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
DDJNIECG_03958	CDS	978	graS_2	2.7.13.3	COG0642	Sensor histidine kinase GraS
DDJNIECG_03959	CDS	690	graR_3		COG0745	Response regulator protein GraR
DDJNIECG_03960	CDS	873	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
DDJNIECG_03961	CDS	837	iolI	5.3.99.11	COG1082	Inosose isomerase
DDJNIECG_03962	CDS	870				hypothetical protein
DDJNIECG_03963	CDS	1035	iolG_3	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DDJNIECG_03964	CDS	1332	iolT_3			Major myo-inositol transporter IolT
DDJNIECG_03965	CDS	894	iolE	4.2.1.44	COG1082	Inosose dehydratase
DDJNIECG_03966	CDS	1914	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
DDJNIECG_03967	CDS	978	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
DDJNIECG_03968	CDS	816	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
DDJNIECG_03969	CDS	1464	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
DDJNIECG_03970	CDS	756	srlR_2		COG1349	Glucitol operon repressor
DDJNIECG_03971	CDS	933	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
DDJNIECG_03972	CDS	651				hypothetical protein
DDJNIECG_03973	CDS	309				hypothetical protein
DDJNIECG_03974	CDS	1386	csbC_2			putative metabolite transport protein CsbC
DDJNIECG_03975	CDS	1881	htpG		COG0326	Chaperone protein HtpG
DDJNIECG_03976	CDS	252				hypothetical protein
DDJNIECG_03977	CDS	822	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
DDJNIECG_03978	CDS	1143				hypothetical protein
DDJNIECG_03979	CDS	1338	alkH	1.2.1.3		Aldehyde dehydrogenase
DDJNIECG_03980	CDS	480				hypothetical protein
DDJNIECG_03981	CDS	993	yxbC		COG2850	putative protein YxbC
DDJNIECG_03982	CDS	735	ubiE_4	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DDJNIECG_03983	CDS	270				hypothetical protein
DDJNIECG_03984	CDS	483				hypothetical protein
DDJNIECG_03985	CDS	2244	asnH	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 2
DDJNIECG_03986	CDS	1200				hypothetical protein
DDJNIECG_03987	CDS	1233	yxaL		COG1520	putative protein YxaL
DDJNIECG_03988	CDS	426				hypothetical protein
DDJNIECG_03989	CDS	456				hypothetical protein
DDJNIECG_03990	CDS	1209				hypothetical protein
DDJNIECG_03991	CDS	1014	qdoI	1.13.11.24	COG1917	Quercetin 2,3-dioxygenase
DDJNIECG_03992	CDS	576	yxaF_2			putative HTH-type transcriptional regulator YxaF
DDJNIECG_03993	CDS	1071	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
DDJNIECG_03994	CDS	432				hypothetical protein
DDJNIECG_03995	CDS	405	cidA			Holin-like protein CidA
DDJNIECG_03996	CDS	693	cidB		COG1346	Holin-like protein CidB
DDJNIECG_03997	CDS	1032	yxaB	2.-.-.-	COG5039	General stress protein 30
DDJNIECG_03998	CDS	1149	garK	2.7.1.165	COG1929	Glycerate 2-kinase
DDJNIECG_03999	CDS	732	gntR			putative D-xylose utilization operon transcriptional repressor
DDJNIECG_04000	CDS	1542	xylB_3	2.7.1.17	COG1070	Xylulose kinase
DDJNIECG_04001	CDS	1149				hypothetical protein
DDJNIECG_04002	CDS	1407	gntZ	1.1.1.343	COG0362	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
DDJNIECG_04003	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
DDJNIECG_04004	CDS	1530	ahpF	1.6.99.3	COG3634	NADH dehydrogenase
DDJNIECG_04005	CDS	1440	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
DDJNIECG_04006	CDS	279				hypothetical protein
DDJNIECG_04007	CDS	711	yydK		COG2188	putative HTH-type transcriptional regulator YydK
DDJNIECG_04008	CDS	159				hypothetical protein
DDJNIECG_04009	CDS	723	yydJ			putative peptide export permease protein YydJ
DDJNIECG_04010	CDS	630	yydI			putative peptide export ATP-binding protein YydI
DDJNIECG_04011	CDS	759	yydH			Putative peptide zinc metalloprotease protein YydH
DDJNIECG_04012	CDS	960				hypothetical protein
DDJNIECG_04013	CDS	150	yydF			Putative exported peptide YydF
DDJNIECG_04014	CDS	1926	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
DDJNIECG_04015	CDS	1761				hypothetical protein
DDJNIECG_04016	CDS	423				hypothetical protein
DDJNIECG_04017	CDS	1446	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DDJNIECG_04018	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
DDJNIECG_04019	CDS	171				hypothetical protein
DDJNIECG_04020	CDS	414				hypothetical protein
DDJNIECG_04021	CDS	1212	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
DDJNIECG_04022	CDS	171				hypothetical protein
DDJNIECG_04023	CDS	249				hypothetical protein
DDJNIECG_04024	CDS	1164				hypothetical protein
DDJNIECG_04025	CDS	738				hypothetical protein
DDJNIECG_04026	CDS	471	yycN_2	2.3.1.-	COG0454	putative N-acetyltransferase YycN
DDJNIECG_04027	CDS	1098	rapG_2	3.1.-.-		Response regulator aspartate phosphatase G
DDJNIECG_04028	CDS	117				hypothetical protein
DDJNIECG_04029	CDS	891	rocF	3.5.3.1	COG0010	Arginase
DDJNIECG_04030	CDS	1404	rocE		COG0833	Amino-acid permease RocE
DDJNIECG_04031	CDS	1206	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
DDJNIECG_04032	CDS	1386	rocR		COG3829	Arginine utilization regulatory protein RocR
DDJNIECG_04033	CDS	1203	htrA_2	3.4.21.107	COG0265	Serine protease Do-like HtrA
DDJNIECG_04034	CDS	795	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
DDJNIECG_04035	CDS	843	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
DDJNIECG_04036	CDS	1377	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
DDJNIECG_04037	CDS	1836	walK	2.7.13.3		Sensor histidine kinase WalK
DDJNIECG_04038	CDS	711	walR_4		COG0745	Transcriptional regulatory protein WalR
DDJNIECG_04039	tRNA	74				tRNA-Phe(gaa)
DDJNIECG_04040	tRNA	77				tRNA-Asp(gtc)
DDJNIECG_04041	tRNA	72				tRNA-Glu(ttc)
DDJNIECG_04042	tRNA	76				tRNA-Lys(ttt)
DDJNIECG_04043	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
DDJNIECG_04044	CDS	420	yycE			putative protein YycE
DDJNIECG_04045	CDS	1365	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
DDJNIECG_04046	CDS	201				hypothetical protein
DDJNIECG_04047	CDS	204				hypothetical protein
DDJNIECG_04048	CDS	141	yycC			putative protein YycC
DDJNIECG_04049	CDS	1209	yycB		COG2807	putative transporter YycB
DDJNIECG_04050	CDS	2058				hypothetical protein
DDJNIECG_04051	CDS	450	rplI			50S ribosomal protein L9
DDJNIECG_04052	CDS	1980	gdpP	3.1.4.-	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
DDJNIECG_04053	CDS	930				hypothetical protein
DDJNIECG_04054	CDS	150				hypothetical protein
DDJNIECG_04055	CDS	483	cotF		COG5577	Spore coat protein F
DDJNIECG_04056	CDS	378	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
DDJNIECG_04057	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
DDJNIECG_04058	CDS	447				hypothetical protein
DDJNIECG_04059	CDS	111				hypothetical protein
DDJNIECG_04060	CDS	1308	garP			putative galactarate transporter
DDJNIECG_04061	CDS	240				hypothetical protein
DDJNIECG_04062	CDS	438				hypothetical protein
DDJNIECG_04063	CDS	756				hypothetical protein
DDJNIECG_04064	CDS	711				hypothetical protein
DDJNIECG_04065	CDS	756				hypothetical protein
DDJNIECG_04066	CDS	657	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
DDJNIECG_04067	CDS	789				hypothetical protein
DDJNIECG_04068	CDS	390	yybH		COG4319	putative protein YybH
DDJNIECG_04069	CDS	840				hypothetical protein
DDJNIECG_04070	CDS	1215	ynfM			Inner membrane transport protein YnfM
DDJNIECG_04071	CDS	879	gltC_4			HTH-type transcriptional regulator GltC
DDJNIECG_04072	CDS	444	yjcF_2	2.3.1.-		putative N-acetyltransferase YjcF
DDJNIECG_04073	CDS	480				hypothetical protein
DDJNIECG_04074	CDS	663	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
DDJNIECG_04075	CDS	453				hypothetical protein
DDJNIECG_04076	CDS	447	yjcF_3	2.3.1.-		putative N-acetyltransferase YjcF
DDJNIECG_04077	CDS	606				hypothetical protein
DDJNIECG_04078	CDS	522				hypothetical protein
DDJNIECG_04079	CDS	357				hypothetical protein
DDJNIECG_04080	CDS	567	yyaP		COG0262	putative protein YyaP
DDJNIECG_04081	CDS	1377	tet(L)_2			tetracycline efflux MFS transporter Tet(L)
DDJNIECG_04082	CDS	240				hypothetical protein
DDJNIECG_04083	CDS	411				hypothetical protein
DDJNIECG_04084	CDS	918				hypothetical protein
DDJNIECG_04085	CDS	2070		5.1.3.11		Cellobiose 2-epimerase
DDJNIECG_04086	CDS	900				hypothetical protein
DDJNIECG_04087	CDS	1356	ydjE			Inner membrane metabolite transport protein YdjE
DDJNIECG_04088	CDS	555	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
DDJNIECG_04089	CDS	381				hypothetical protein
DDJNIECG_04090	CDS	936	ccpB_2			Catabolite control protein B
DDJNIECG_04091	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
DDJNIECG_04092	CDS	240	rpsR		COG0238	30S ribosomal protein S18
DDJNIECG_04093	CDS	519	ssbA		COG0629	Single-stranded DNA-binding protein A
DDJNIECG_04094	CDS	288	rpsF		COG0360	30S ribosomal protein S6
DDJNIECG_04095	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
DDJNIECG_04096	CDS	2004	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
DDJNIECG_04097	CDS	207				hypothetical protein
DDJNIECG_04098	CDS	999				hypothetical protein
DDJNIECG_04099	CDS	618				hypothetical protein
DDJNIECG_04100	CDS	849	spo0J		COG1475	Stage 0 sporulation protein J
DDJNIECG_04101	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
DDJNIECG_04102	CDS	441				hypothetical protein
DDJNIECG_04103	CDS	852	noc		COG1475	Nucleoid occlusion protein
DDJNIECG_04104	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
DDJNIECG_04105	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DDJNIECG_04106	CDS	1380	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
DDJNIECG_04107	CDS	627				hypothetical protein
DDJNIECG_04108	CDS	780	misCA		COG0706	Membrane protein insertase MisCA
DDJNIECG_04109	CDS	351	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
